Rk,G,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
3,3,29-309,CLE,@,POR,L (-19),1,34:56:00,4,12,0.333,2,4,0.5,1,1,1,1,6,7,7,1,0,3,2,11,8.8,-15
4,4,29-310,CLE,@,UTA,L (-2),1,42:02:00,8,18,0.444,3,5,0.6,12,12,1,0,3,3,4,3,0,4,2,31,23.5,3
5,5,29-312,CLE,@,DEN,W (+9),1,39:38:00,8,18,0.444,1,5,0.2,5,6,0.833,0,7,7,11,1,1,3,1,22,20.3,14
6,6,29-315,CLE,,NOP,W (+7),1,40:26:00,9,17,0.529,1,3,0.333,13,17,0.765,2,9,11,9,1,1,4,1,32,29.8,15
7,7,29-319,CLE,@,BOS,W (+1),1,40:51:00,16,27,0.593,3,8,0.375,6,9,0.667,0,4,4,7,0,1,3,4,41,29.5,10
8,8,29-320,CLE,,ATL,W (+33),1,28:54:00,13,20,0.65,4,5,0.8,2,4,0.5,2,4,6,7,0,1,3,1,32,27.2,14
9,9,29-322,CLE,,DEN,L (-9),1,40:34:00,8,18,0.444,1,4,0.25,5,7,0.714,0,9,9,5,0,2,4,2,22,14.6,-13
10,10,29-324,CLE,,SAS,L (-2),1,34:06:00,6,17,0.353,2,3,0.667,1,1,1,3,3,6,9,1,1,5,3,15,10.3,-3
11,11,29-326,CLE,@,WAS,L (-13),1,39:02:00,8,21,0.381,2,7,0.286,4,7,0.571,3,1,4,4,1,1,3,0,22,13.2,-13
12,12,29-327,CLE,,TOR,L (-17),1,37:17:00,6,12,0.5,1,4,0.25,2,3,0.667,0,1,1,10,1,1,5,2,15,11.8,-8
13,13,29-329,CLE,,ORL,W (+32),1,31:00:00,9,17,0.529,2,4,0.5,9,11,0.818,1,3,4,11,3,0,1,0,29,31.2,19
14,14,29-331,CLE,,WAS,W (+26),1,36:05:00,7,14,0.5,1,5,0.2,14,17,0.824,1,9,10,8,3,0,4,3,29,27.6,24
15,15,29-334,CLE,,IND,W (+12),1,31:44:00,9,18,0.5,0,1,0,1,2,0.5,0,2,2,7,1,0,3,1,19,12.7,14
16,16,29-337,CLE,,MIL,W (+3),1,41:05:00,6,15,0.4,0,4,0,14,21,0.667,1,4,5,10,0,0,7,1,26,16.6,16
17,17,29-339,CLE,@,NYK,W (+3),1,39:31:00,7,17,0.412,1,6,0.167,4,7,0.571,1,4,5,12,2,0,4,2,19,16.2,12
18,18,29-340,CLE,@,TOR,W (+14),1,42:27:00,9,18,0.5,2,4,0.5,4,6,0.667,0,7,7,13,3,1,4,2,24,24.3,11
19,19,29-343,CLE,@,BRK,W (+22),1,33:54:00,8,17,0.471,1,3,0.333,1,2,0.5,0,4,4,7,3,0,3,2,18,14.2,20
20,20,29-344,CLE,,TOR,W (+4),1,41:53:00,12,21,0.571,2,5,0.4,9,9,1,1,1,2,4,2,2,2,1,35,29.9,7
22,21,29-347,CLE,@,NOP,L (-5),1,37:37:00,17,24,0.708,2,2,1,5,8,0.625,0,5,5,5,0,1,2,1,41,33.1,-3
23,22,29-350,CLE,,CHO,W (+9),1,40:18:00,11,19,0.579,2,3,0.667,3,4,0.75,0,7,7,14,1,3,5,2,27,26.9,16
24,23,29-352,CLE,,ATL,L (-29),1,29:02:00,8,16,0.5,0,2,0,5,7,0.714,0,3,3,2,2,0,2,0,21,14.5,-18
25,24,29-354,CLE,,BRK,W (+4),1,39:56:00,7,18,0.389,2,4,0.5,6,8,0.75,1,3,4,9,2,0,4,4,22,15.7,-5
26,25,29-356,CLE,,MEM,W (+14),1,37:33:00,9,15,0.6,3,5,0.6,4,6,0.667,0,1,1,11,0,1,5,1,25,20.6,8
27,26,29-358,CLE,,MIN,W (+21),1,34:38:00,8,16,0.5,4,7,0.571,4,5,0.8,0,4,4,3,1,3,2,3,24,18.8,22
28,27,29-360,CLE,@,MIA,L (-10),1,40:02:00,9,16,0.563,2,8,0.25,10,18,0.556,0,4,4,8,0,0,4,1,30,21.6,-9
29,28,29-361,CLE,@,ORL,W (+9),1,36:56:00,10,20,0.5,0,5,0,9,11,0.818,0,5,5,8,2,2,4,1,29,24.3,7
30,29,29-363,CLE,,DET,L (-23),1,31:51:00,5,19,0.263,2,6,0.333,5,5,1,1,9,10,7,1,0,7,3,17,6.8,-17
39,30,30-014,CLE,@,PHO,L (-7),1,36:41:00,11,18,0.611,3,8,0.375,8,13,0.615,1,6,7,5,1,0,5,3,33,23.6,4
40,31,30-016,CLE,@,LAL,W (+7),1,38:02:00,12,23,0.522,4,9,0.444,8,13,0.615,1,3,4,5,2,0,1,2,36,28,15
41,32,30-017,CLE,@,LAC,W (+5),1,42:29:00,11,23,0.478,3,8,0.375,7,12,0.583,0,11,11,7,3,0,9,4,32,18.9,8
42,33,30-020,CLE,,CHI,W (+14),1,36:16:00,12,23,0.522,0,3,0,2,3,0.667,1,4,5,4,0,0,6,4,26,11.4,16
43,34,30-022,CLE,,UTA,W (+14),1,35:45:00,8,16,0.5,0,2,0,10,14,0.714,2,5,7,9,4,0,7,0,26,22.6,14
44,35,30-024,CLE,,CHO,W (+39),1,26:37:00,9,15,0.6,2,4,0.5,5,6,0.833,1,5,6,9,4,1,2,1,25,28.5,32
45,36,30-026,CLE,,OKC,W (+10),1,38:35:00,11,25,0.44,2,6,0.333,10,13,0.769,0,7,7,5,1,2,2,1,34,25.3,5
46,37,30-028,CLE,@,DET,W (+8),1,35:56:00,11,24,0.458,0,4,0,10,11,0.909,0,6,6,7,1,0,4,3,32,21.7,0
48,38,30-031,CLE,,SAC,W (+11),1,33:04:00,7,16,0.438,1,4,0.25,4,6,0.667,0,3,3,7,4,2,6,1,19,14.6,13
49,39,30-032,CLE,@,MIN,W (+16),1,39:45:00,14,25,0.56,3,8,0.375,5,8,0.625,3,3,6,5,0,1,2,1,36,27.7,25
50,40,30-034,CLE,,PHI,W (+13),1,35:51:00,6,17,0.353,1,4,0.25,5,6,0.833,0,3,3,11,2,0,6,2,18,11.9,19
51,41,30-037,CLE,,LAC,W (+11),1,27:47:00,8,14,0.571,1,2,0.5,6,7,0.857,0,3,3,9,1,0,2,0,23,22.2,27
52,42,30-038,CLE,@,IND,L (-4),1,38:34:00,10,21,0.476,0,4,0,5,8,0.625,0,6,6,5,2,1,7,3,25,12.9,-3
53,43,30-040,CLE,,LAL,W (+15),1,30:11:00,8,16,0.5,2,7,0.286,4,5,0.8,2,8,10,8,1,0,6,2,22,17.2,15
54,44,30-043,CLE,,MIA,W (+20),1,31:27:00,6,16,0.375,0,4,0,6,7,0.857,0,9,9,7,1,0,5,2,18,11.6,19
55,45,30-044,CLE,@,CHI,L (-15),1,34:14:00,12,26,0.462,2,9,0.222,5,6,0.833,0,5,5,4,0,0,8,3,31,12.3,-27
56,46,30-052,CLE,@,WAS,W (+38),1,25:07:00,12,21,0.571,3,5,0.6,1,3,0.333,0,5,5,6,1,0,2,3,28,20.8,30
57,47,30-054,CLE,@,NYK,W (+18),1,27:55:00,7,17,0.412,1,6,0.167,3,5,0.6,0,7,7,7,2,0,4,2,18,12.3,14
58,48,30-056,CLE,@,DET,W (+9),1,39:03:00,6,14,0.429,1,5,0.2,6,10,0.6,0,7,7,11,3,1,9,3,19,13.3,27
59,49,30-058,CLE,,GSW,W (+11),1,36:12:00,15,25,0.6,4,9,0.444,8,11,0.727,1,10,11,5,3,1,6,5,42,32.2,9
61,50,30-061,CLE,@,HOU,L (-2),1,42:06:00,15,35,0.429,4,12,0.333,3,11,0.273,2,6,8,4,3,3,4,4,37,20.8,-8
62,51,30-063,CLE,,BOS,W (+31),1,25:35:00,12,23,0.522,0,1,0,3,3,1,1,2,3,5,3,1,1,0,27,23.2,35
63,52,30-064,CLE,@,TOR,W (+8),1,37:27:00,9,16,0.563,3,6,0.5,8,13,0.615,1,5,6,14,0,0,3,2,29,27.6,6
64,53,30-066,CLE,@,ATL,L (-9),1,40:09:00,5,13,0.385,1,4,0.25,7,8,0.875,1,5,6,8,2,1,9,3,18,10.8,-4
65,54,30-067,CLE,,PHO,W (+10),1,36:26:00,6,16,0.375,2,5,0.4,3,6,0.5,0,6,6,8,1,0,4,3,17,10.2,19
66,55,30-070,CLE,@,DAL,W (+33),1,28:58:00,10,14,0.714,4,6,0.667,3,5,0.6,0,7,7,8,1,1,2,3,27,26.6,27
67,56,30-072,CLE,@,SAS,W (+3),1,43:43:00,10,20,0.5,3,6,0.5,8,10,0.8,0,5,5,7,2,1,3,2,31,25.5,4
68,57,30-075,CLE,@,ORL,W (+15),1,34:44:00,9,14,0.643,0,3,0,3,4,0.75,1,7,8,13,3,1,1,3,21,27.8,25
69,58,30-076,CLE,@,MIA,L (-14),1,35:16:00,8,19,0.421,4,8,0.5,6,8,0.75,1,1,2,4,0,0,4,2,26,14.1,-17
70,59,30-078,CLE,,BRK,W (+25),1,34:35:00,5,13,0.385,2,4,0.5,4,6,0.667,1,2,3,7,1,0,2,1,16,12.9,13
71,60,30-080,CLE,,IND,W (+3),1,39:18:00,13,26,0.5,2,6,0.333,1,2,0.5,0,7,7,5,0,0,3,0,29,18.2,-7
72,61,30-082,CLE,@,MIL,W (+18),1,39:28:00,10,17,0.588,1,4,0.25,7,7,1,2,8,10,6,5,1,5,1,28,28.4,4
73,62,30-085,CLE,@,MEM,W (+22),1,31:27:00,7,15,0.467,3,5,0.6,3,4,0.75,0,8,8,5,0,0,1,2,20,16,31
74,63,30-087,CLE,@,BRK,L (-8),1,38:28:00,8,15,0.533,2,5,0.4,6,8,0.75,0,5,5,9,5,1,3,4,24,24.8,-1
75,64,30-089,CLE,,PHI,W (+1),1,37:53:00,8,24,0.333,1,4,0.25,3,6,0.5,2,9,11,6,0,1,5,0,20,9.2,-4
76,65,30-093,CLE,,MIA,W (+26),1,35:27:00,9,16,0.563,1,2,0.5,4,5,0.8,1,7,8,7,1,3,3,3,23,21.6,14
77,66,30-096,CLE,,CHI,W (+5),1,36:31:00,8,17,0.471,1,3,0.333,3,6,0.5,2,8,10,12,3,1,3,4,20,21.4,11
78,67,30-099,CLE,@,MIL,W (+5),1,39:51:00,8,15,0.533,2,5,0.4,3,4,0.75,2,7,9,8,1,1,2,2,21,21.3,0
79,68,30-101,CLE,,BOS,L (-9),1,26:05:00,5,14,0.357,0,5,0,4,9,0.444,0,3,3,7,1,0,3,1,14,7.6,1
81,69,30-104,CLE,,DET,W (+12),1,32:14:00,7,17,0.412,3,4,0.75,4,6,0.667,3,7,10,11,2,1,1,0,21,24.7,19
1,1,30-301,CLE,@,CHI,L (-2),1,36:04:00,12,22,0.545,1,5,0.2,0,3,0,0,10,10,5,1,0,1,3,25,18.5,1
2,2,30-302,CLE,@,MEM,W (+30),1,30:48:00,4,13,0.308,0,3,0,4,8,0.5,1,6,7,5,3,0,3,1,12,8.5,10
3,3,30-304,CLE,,MIA,W (+10),1,33:56:00,13,19,0.684,0,2,0,3,5,0.6,2,3,5,4,1,0,4,3,29,21,7
4,4,30-307,CLE,@,PHI,W (+7),1,33:20:00,9,19,0.474,0,3,0,4,4,1,0,9,9,11,4,2,3,3,22,23.9,21
5,5,30-309,CLE,,NYK,W (+10),1,35:04:00,9,23,0.391,1,5,0.2,4,7,0.571,2,3,5,3,4,1,3,1,23,15,14
6,6,30-311,CLE,,PHI,W (+6),1,36:20:00,12,22,0.545,3,5,0.6,4,6,0.667,0,4,4,13,2,0,2,1,31,29.5,24
7,7,30-313,CLE,,IND,W (+4),1,35:01:00,10,23,0.435,0,3,0,9,14,0.643,0,6,6,4,0,0,2,0,29,17.5,1
8,8,30-315,CLE,,UTA,W (+4),1,37:51:00,11,19,0.579,1,3,0.333,8,12,0.667,3,4,7,8,2,0,5,2,31,25.6,4
9,9,30-318,CLE,@,NYK,W (+6),1,39:23:00,12,21,0.571,0,2,0,7,10,0.7,0,3,3,6,2,1,3,4,31,23.1,17
10,10,30-319,CLE,@,MIL,L (-3),1,45:03:00,13,27,0.481,5,11,0.455,6,12,0.5,4,8,12,5,1,3,7,3,37,24.5,-2
11,11,30-322,CLE,@,DET,L (-5),1,39:48:00,11,21,0.524,4,7,0.571,4,5,0.8,0,6,6,3,0,0,4,3,30,18,-6
12,12,30-324,CLE,,MIL,W (+15),1,34:59:00,9,13,0.692,1,1,1,8,9,0.889,3,6,9,6,0,0,4,3,27,24,13
13,13,30-326,CLE,,ATL,W (+12),1,33:20:00,8,15,0.533,1,2,0.5,2,2,1,2,9,11,8,0,2,3,1,19,19.4,17
14,14,30-328,CLE,,ORL,W (+14),1,34:58:00,7,14,0.5,0,2,0,1,5,0.2,0,6,6,13,1,0,2,0,15,16.3,29
15,15,30-330,CLE,@,TOR,L (-4),1,39:46:00,6,16,0.375,1,5,0.2,11,12,0.917,2,4,6,8,0,0,2,1,24,20.6,13
16,16,30-332,CLE,@,CHO,W (+5),1,38:13:00,8,20,0.4,2,5,0.4,7,9,0.778,2,11,13,5,0,0,3,2,25,17.8,1
17,17,30-333,CLE,,BRK,W (+2),1,35:43:00,10,22,0.455,1,6,0.167,5,6,0.833,2,7,9,5,1,0,2,0,26,20.2,-1
18,18,30-336,CLE,,WAS,L (-12),1,37:23:00,8,20,0.4,0,3,0,8,8,1,4,9,13,4,1,1,9,3,24,13,-12
19,19,30-339,CLE,@,NOP,L (-6),1,44:47:00,13,29,0.448,1,5,0.2,10,11,0.909,2,5,7,8,1,1,5,4,37,25.1,-4
21,20,30-343,CLE,,POR,W (+5),1,40:20:00,14,24,0.583,1,3,0.333,4,4,1,1,9,10,3,2,3,2,3,33,28.2,7
22,21,30-346,CLE,@,ORL,W (+35),1,29:25:00,10,15,0.667,0,1,0,5,8,0.625,0,3,3,8,4,0,4,0,25,23.8,36
23,22,30-350,CLE,@,BOS,W (+12),1,35:42:00,10,20,0.5,0,3,0,4,4,1,1,6,7,3,2,1,6,3,24,14.1,17
24,23,30-352,CLE,,OKC,W (+4),1,39:37:00,12,27,0.444,2,5,0.4,7,8,0.875,2,7,9,11,2,0,7,2,33,23.9,5
25,24,30-355,CLE,,PHI,W (+22),1,25:19:00,10,17,0.588,0,3,0,3,4,0.75,0,5,5,4,3,1,2,0,23,20.7,33
26,25,30-358,CLE,,NYK,W (+7),1,37:43:00,9,22,0.409,0,3,0,6,7,0.857,1,8,9,5,0,0,1,2,24,16.6,7
27,26,30-360,CLE,@,GSW,L (-6),1,38:33:00,10,26,0.385,1,5,0.2,4,9,0.444,2,7,9,2,1,2,4,0,25,12.1,-9
28,27,30-361,CLE,@,POR,L (-29),1,26:27:00,4,13,0.308,0,3,0,4,5,0.8,0,4,4,5,0,0,3,2,12,5,-29
29,28,30-363,CLE,@,PHO,W (+4),1,35:23:00,4,10,0.4,1,5,0.2,5,9,0.556,0,4,4,7,2,1,2,3,14,12.6,3
30,29,30-364,CLE,@,DEN,W (+6),1,34:23:00,13,24,0.542,1,3,0.333,7,8,0.875,3,3,6,2,2,1,5,2,34,23.3,3
31,30,31-003,CLE,,ORL,W (+25),1,29:13:00,11,18,0.611,4,7,0.571,3,4,0.75,0,5,5,3,2,0,0,2,29,25.2,28
32,31,31-005,CLE,,TOR,W (+22),1,30:41:00,7,11,0.636,1,2,0.5,5,8,0.625,0,2,2,7,3,0,2,1,20,20,11
33,32,31-007,CLE,@,WAS,W (+6),1,39:42:00,12,22,0.545,4,9,0.444,6,8,0.75,0,10,10,4,1,1,2,3,34,26.9,2
34,33,31-009,CLE,@,MIN,W (+26),1,32:14:00,5,12,0.417,0,4,0,3,4,0.75,0,12,12,8,1,2,3,1,13,14.4,21
35,34,31-011,CLE,@,PHI,W (+10),1,37:00:00,15,22,0.682,3,5,0.6,4,6,0.667,0,7,7,9,2,0,2,1,37,34.8,11
36,35,31-013,CLE,@,DAL,W (+3),1,41:43:00,9,17,0.529,3,6,0.5,6,8,0.75,3,7,10,7,2,0,4,2,27,24.2,2
37,36,31-015,CLE,@,SAS,L (-4),1,37:20:00,9,17,0.529,1,3,0.333,3,4,0.75,2,5,7,5,0,0,4,4,22,14.1,9
38,37,31-016,CLE,@,HOU,W (+14),1,36:23:00,7,14,0.5,1,2,0.5,4,6,0.667,2,5,7,7,0,2,4,1,19,16,10
39,38,31-019,CLE,,GSW,L (-34),1,32:53:00,7,16,0.438,0,3,0,2,2,1,1,4,5,5,1,1,3,1,16,11.3,-34
40,39,31-021,CLE,@,BRK,W (+13),1,29:03:00,7,12,0.583,1,1,1,2,4,0.5,0,1,1,5,1,1,4,1,17,11.7,15
41,40,31-022,CLE,,LAC,W (+13),1,35:11:00,9,17,0.529,1,4,0.25,3,5,0.6,1,4,5,12,0,0,0,4,22,21.6,21
42,41,31-024,CLE,,CHI,L (-13),1,39:44:00,11,27,0.407,0,5,0,4,7,0.571,3,10,13,9,2,1,1,3,26,22.2,-2
43,42,31-026,CLE,,MIN,W (+7),1,38:01:00,11,15,0.733,1,1,1,2,3,0.667,0,4,4,9,1,1,5,2,25,21.9,1
44,43,31-028,CLE,,PHO,W (+22),1,31:01:00,7,8,0.875,0,1,0,7,7,1,0,3,3,9,0,0,2,2,21,22.6,16
45,44,31-030,CLE,@,DET,W (+8),1,35:48:00,7,16,0.438,0,2,0,6,7,0.857,1,8,9,8,1,0,1,3,20,18.7,19
46,45,31-031,CLE,,SAS,W (+14),1,34:09:00,10,17,0.588,0,2,0,9,11,0.818,1,4,5,7,2,2,2,2,29,27.7,14
47,46,31-033,CLE,@,IND,W (+5),1,43:35:00,9,22,0.409,0,5,0,6,10,0.6,2,10,12,6,2,1,1,2,24,20.1,-1
48,47,31-035,CLE,@,CHO,L (-9),1,39:08:00,10,21,0.476,0,3,0,3,5,0.6,0,6,6,6,1,2,1,1,23,18.5,-9
49,48,31-037,CLE,,BOS,L (-1),1,38:05:00,9,23,0.391,0,5,0,12,17,0.706,3,4,7,4,2,1,6,2,30,17.5,-7
50,49,31-038,CLE,,NOP,W (+15),1,36:42:00,11,20,0.55,2,5,0.4,3,3,1,0,3,3,8,1,0,2,2,27,22.1,8
51,50,31-040,CLE,,SAC,W (+20),1,30:54:00,8,16,0.5,1,2,0.5,4,5,0.8,1,9,10,10,2,1,4,1,21,21.3,16
52,51,31-042,CLE,,LAL,W (+9),1,36:40:00,12,22,0.545,3,6,0.5,2,5,0.4,1,6,7,11,1,0,1,1,29,27,16
53,52,31-050,CLE,,CHI,W (+11),1,34:37:00,11,19,0.579,0,2,0,3,3,1,2,7,9,9,0,1,2,3,25,23.4,13
54,53,31-053,CLE,@,OKC,W (+23),1,37:30:00,11,22,0.5,2,5,0.4,1,1,1,3,4,7,11,3,0,5,3,25,21.8,22
55,54,31-054,CLE,,DET,L (-8),1,37:30:00,5,18,0.278,0,4,0,2,2,1,1,7,8,5,3,0,6,2,12,3.9,-4
56,55,31-056,CLE,,CHO,W (+11),1,30:19:00,8,13,0.615,2,4,0.5,5,8,0.625,1,6,7,7,2,0,2,1,23,22.9,4
57,56,31-058,CLE,@,TOR,L (-2),1,40:29:00,9,18,0.5,2,4,0.5,5,9,0.556,1,7,8,7,1,0,6,2,25,16.3,10
59,57,31-061,CLE,,IND,W (+4),1,36:49:00,14,22,0.636,2,4,0.5,3,5,0.6,0,5,5,4,2,0,5,2,33,22.9,12
60,58,31-065,CLE,,WAS,W (+25),1,30:23:00,7,18,0.389,1,4,0.25,4,4,1,1,12,13,8,3,0,1,1,19,20.7,15
61,59,31-066,CLE,,BOS,W (+17),1,36:00:00,11,20,0.55,1,4,0.25,5,9,0.556,4,7,11,8,2,1,4,2,28,25.2,4
62,60,31-068,CLE,,MEM,L (-3),1,37:38:00,11,19,0.579,2,4,0.5,4,5,0.8,2,7,9,5,1,0,4,2,28,21.9,-9
63,61,31-070,CLE,@,SAC,W (+9),1,36:33:00,8,19,0.421,1,5,0.2,8,9,0.889,4,7,11,6,0,0,5,1,25,18.2,16
64,62,31-071,CLE,@,LAL,W (+12),1,34:50:00,9,18,0.5,1,4,0.25,5,8,0.625,2,3,5,7,0,2,3,2,24,18.6,6
65,63,31-074,CLE,@,LAC,W (+24),1,30:43:00,9,15,0.6,3,4,0.75,6,7,0.857,1,5,6,5,1,0,2,2,27,23.6,16
66,64,31-075,CLE,@,UTA,L (-9),1,36:53:00,10,20,0.5,2,6,0.333,1,2,0.5,6,6,12,3,1,0,3,0,23,18.7,6
68,65,31-079,CLE,@,ORL,W (+6),1,35:44:00,6,15,0.4,0,3,0,6,6,1,1,6,7,8,1,1,4,3,18,14.5,-5
69,66,31-080,CLE,@,MIA,L (-21),1,26:38:00,13,20,0.65,0,3,0,0,0,,0,3,3,3,1,0,3,1,26,17.8,-23
70,67,31-082,CLE,,DEN,W (+33),1,33:26:00,12,19,0.632,1,2,0.5,8,11,0.727,3,8,11,11,0,0,3,2,33,31.7,38
71,68,31-084,CLE,,MIL,W (+9),1,36:55:00,9,22,0.409,1,4,0.25,7,10,0.7,5,1,6,8,2,1,2,0,26,23.1,12
72,69,31-085,CLE,@,BRK,L (-9),1,35:04:00,13,16,0.813,1,2,0.5,3,4,0.75,1,5,6,5,1,0,4,2,30,25.5,-8
73,70,31-087,CLE,@,NYK,W (+14),1,35:46:00,10,21,0.476,2,3,0.667,5,6,0.833,3,8,11,11,1,2,2,4,27,26.9,20
75,71,31-092,CLE,,BRK,W (+20),1,30:40:00,8,11,0.727,0,0,,8,10,0.8,0,4,4,11,2,1,6,0,24,24.3,28
76,72,31-093,CLE,@,ATL,W (+2),1,44:25:00,12,26,0.462,1,5,0.2,4,5,0.8,3,13,16,9,3,1,3,4,29,26.6,6
77,73,31-095,CLE,,CHO,W (+9),1,40:50:00,14,22,0.636,0,0,,3,3,1,3,5,8,12,2,0,5,4,31,28.6,10
78,74,31-097,CLE,@,MIL,W (+29),1,28:04:00,7,9,0.778,1,2,0.5,2,2,1,0,5,5,9,0,1,4,0,17,18,22
80,75,31-101,CLE,@,CHI,L (-3),1,38:33:00,13,17,0.765,4,5,0.8,3,4,0.75,3,4,7,3,0,1,4,1,33,27.6,7
81,76,31-103,CLE,,ATL,W (+15),1,32:25:00,13,16,0.813,3,4,0.75,5,5,1,1,5,6,6,2,1,4,2,34,32.3,13
1,1,31-300,CLE,,NYK,W (+29),1,32:23:00,9,14,0.643,0,3,0,1,2,0.5,3,8,11,14,0,1,4,3,19,22.2,26
2,2,31-303,CLE,@,TOR,W (+3),1,38:40:00,7,16,0.438,2,6,0.333,5,7,0.714,2,6,8,7,0,0,5,2,21,14.1,0
3,3,31-304,CLE,,ORL,W (+6),1,39:00:00,7,16,0.438,2,6,0.333,7,11,0.636,1,5,6,9,1,1,2,2,23,20.4,1
4,4,31-307,CLE,,HOU,W (+8),1,35:51:00,6,12,0.5,1,3,0.333,6,10,0.6,3,10,13,8,0,0,4,4,19,16.5,15
5,5,31-309,CLE,,BOS,W (+6),1,36:22:00,12,22,0.545,1,4,0.25,5,5,1,1,6,7,12,1,0,2,2,30,28.5,18
6,6,31-311,CLE,@,PHI,W (+1),1,35:52:00,9,23,0.391,1,5,0.2,6,7,0.857,1,7,8,14,2,1,5,1,25,22,11
7,7,31-314,CLE,,ATL,L (-4),1,36:52:00,8,17,0.471,2,5,0.4,5,5,1,2,7,9,5,3,0,1,3,23,22.1,7
8,8,31-317,CLE,@,WAS,W (+11),1,38:06:00,9,18,0.5,3,4,0.75,6,9,0.667,0,10,10,5,2,2,6,1,27,20.3,7
9,9,31-319,CLE,,CHO,W (+7),1,38:42:00,8,21,0.381,2,5,0.4,1,2,0.5,0,8,8,8,1,1,3,0,19,13.8,12
10,10,31-321,CLE,,TOR,W (+4),1,38:04:00,10,15,0.667,2,5,0.4,6,10,0.6,0,9,9,15,1,0,5,2,28,28.3,1
12,11,31-324,CLE,,DET,W (+23),1,28:03:00,9,14,0.643,1,3,0.333,2,3,0.667,0,3,3,3,0,1,2,1,21,15.7,21
13,12,31-329,CLE,,POR,W (+12),1,37:30:00,11,21,0.524,2,3,0.667,7,8,0.875,1,9,10,13,3,0,3,0,31,32.8,17
14,13,31-331,CLE,,DAL,W (+38),1,29:03:00,6,13,0.462,2,5,0.4,5,5,1,0,5,5,11,1,0,4,1,19,18.1,33
15,14,31-333,CLE,@,PHI,W (+4),1,41:30:00,9,19,0.474,1,4,0.25,7,9,0.778,2,8,10,13,1,0,5,0,26,24.4,2
16,15,31-335,CLE,@,MIL,L (-17),1,32:53:00,8,16,0.5,3,8,0.375,3,7,0.429,0,4,4,4,0,0,7,3,22,8.2,-12
17,16,31-337,CLE,,LAC,L (-19),1,33:37:00,5,14,0.357,0,2,0,6,11,0.545,1,4,5,5,2,0,5,2,16,7.8,-20
18,17,31-338,CLE,@,CHI,L (-6),1,44:40:00,13,22,0.591,1,3,0.333,0,0,,0,5,5,13,0,0,8,2,27,18.6,-2
19,18,31-341,CLE,@,TOR,W (+4),1,42:01:00,12,26,0.462,2,7,0.286,8,9,0.889,3,5,8,7,2,0,1,2,34,28.9,9
20,19,31-343,CLE,@,NYK,W (+32),1,32:27:00,7,10,0.7,1,2,0.5,10,14,0.714,2,4,6,7,1,2,4,2,25,24.3,32
21,20,31-345,CLE,,MIA,W (+30),1,37:19:00,12,22,0.545,1,3,0.333,2,4,0.5,2,6,8,8,3,0,3,2,27,23.6,22
22,21,31-346,CLE,,CHO,W (+11),1,42:27:00,17,24,0.708,5,10,0.5,5,9,0.556,1,8,9,10,3,1,5,3,44,40,-1
23,22,31-349,CLE,,MEM,W (+17),1,36:29:00,9,17,0.529,0,4,0,5,8,0.625,1,5,6,8,3,0,6,1,23,17.9,9
25,23,31-353,CLE,,LAL,W (+11),1,38:55:00,9,18,0.5,2,5,0.4,6,11,0.545,1,6,7,9,2,2,2,1,26,24.8,17
26,24,31-356,CLE,@,MIL,W (+6),1,47:29:00,12,25,0.48,5,9,0.556,5,6,0.833,3,9,12,7,1,1,2,2,34,29.5,8
27,25,31-357,CLE,,MIL,W (+11),1,34:25:00,12,24,0.5,4,7,0.571,1,1,1,1,8,9,6,0,0,2,0,29,22.3,26
28,26,31-359,CLE,,BRK,W (+20),1,27:16:00,7,16,0.438,0,3,0,5,6,0.833,1,3,4,6,3,0,1,0,19,18,32
29,27,31-361,CLE,,GSW,W (+1),1,40:11:00,12,22,0.545,4,8,0.5,3,7,0.429,5,8,13,4,2,1,5,2,31,24.4,4
31,28,31-365,CLE,,BOS,W (+6),1,43:44:00,9,18,0.5,2,6,0.333,3,7,0.429,2,6,8,11,1,3,8,2,23,17.6,1
32,29,32-001,CLE,@,CHO,W (+12),1,35:47:00,12,25,0.48,4,8,0.5,4,6,0.667,2,4,6,9,1,0,1,1,32,27,17
33,30,32-003,CLE,,NOP,W (+8),1,38:55:00,9,21,0.429,0,4,0,8,10,0.8,2,5,7,6,2,1,4,1,26,19.5,-4
34,31,32-005,CLE,,CHI,L (-12),1,36:53:00,12,21,0.571,1,2,0.5,6,9,0.667,2,6,8,7,1,0,5,2,31,23.2,-13
35,32,32-007,CLE,@,BRK,W (+8),1,35:17:00,14,20,0.7,0,1,0,8,10,0.8,0,9,9,6,3,0,5,2,36,30.9,20
36,33,32-009,CLE,@,PHO,W (+4),1,39:31:00,11,17,0.647,2,4,0.5,4,6,0.667,3,5,8,4,1,0,7,3,28,18.9,-2
37,34,32-011,CLE,@,UTA,L (-8),1,36:55:00,10,20,0.5,3,6,0.5,6,7,0.857,1,5,6,5,4,0,4,0,29,24.3,-8
38,35,32-012,CLE,@,POR,L (-16),1,30:31:00,5,12,0.417,2,5,0.4,8,9,0.889,1,10,11,4,1,1,5,1,20,16,-7
39,36,32-014,CLE,@,SAC,W (+12),1,41:41:00,6,12,0.5,1,4,0.25,3,3,1,0,2,2,15,1,1,5,2,16,17,16
