Rk,G,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,18-303,CLE,@,SAC,L (-14),1,42:50:00,12,20,0.6,0,2,0,1,3,0.333,2,4,6,9,4,0,2,3,25,24.7,-9
2,2,18-304,CLE,@,PHO,L (-9),1,40:21:00,8,17,0.471,1,5,0.2,4,7,0.571,2,10,12,8,1,0,7,1,21,14.7,-3
3,3,18-306,CLE,@,POR,L (-19),1,39:10:00,3,12,0.25,0,1,0,2,2,1,0,4,4,6,2,0,2,3,8,5,-21
4,4,18-310,CLE,,DEN,L (-4),1,41:06:00,3,11,0.273,0,2,0,1,1,1,2,9,11,7,2,3,2,1,7,11.2,-3
5,5,18-312,CLE,@,IND,L (-1),1,43:44:00,8,18,0.444,1,2,0.5,6,7,0.857,0,5,5,3,0,0,7,2,23,9,-7
6,6,18-313,CLE,,WAS,W (+13),1,44:30:00,8,19,0.421,0,0,,1,4,0.25,5,3,8,9,1,1,2,1,17,15.7,14
7,7,18-315,CLE,,NYK,W (+14),1,33:39:00,7,12,0.583,3,3,1,0,0,,1,4,5,4,1,1,2,0,17,15.8,20
8,8,18-317,CLE,@,MIA,L (-5),1,42:40:00,6,15,0.4,2,5,0.4,4,6,0.667,1,2,3,7,2,1,4,3,18,12.8,-4
9,9,18-319,CLE,@,BOS,L (-9),1,35:36:00,3,12,0.25,2,4,0.5,2,4,0.5,1,4,5,3,0,0,4,3,10,0.8,-1
10,10,18-320,CLE,,PHI,W (+3),1,46:57:00,10,19,0.526,0,1,0,2,4,0.5,0,5,5,8,1,2,5,2,22,15.6,8
11,11,18-323,CLE,,LAC,W (+8),1,39:25:00,6,16,0.375,0,2,0,2,4,0.5,2,5,7,8,0,1,3,2,14,9.8,1
12,12,18-324,CLE,@,WAS,L (-11),1,39:09:00,10,18,0.556,2,4,0.5,6,8,0.75,2,5,7,8,2,1,4,2,28,25,-5
13,13,18-326,CLE,,MIN,L (-14),1,35:18:00,8,19,0.421,0,2,0,3,3,1,2,7,9,2,1,0,1,4,19,12.2,-5
14,14,18-327,CLE,@,ATL,L (-9),1,42:18:00,3,16,0.188,0,1,0,9,10,0.9,2,4,6,4,2,1,3,1,15,9.3,-6
15,15,18-331,CLE,@,NOH,L (-10),1,38:48:00,5,17,0.294,1,4,0.25,4,4,1,2,6,8,9,0,0,4,1,15,10.2,-13
16,16,18-333,CLE,@,DET,L (-4),1,36:27:00,2,8,0.25,0,2,0,2,3,0.667,0,2,2,7,0,0,4,3,6,1.1,-10
17,17,18-334,CLE,,MEM,L (-7),1,54:41:00,14,28,0.5,3,6,0.5,2,3,0.667,2,14,16,7,1,1,8,1,33,22.4,-10
18,18,18-337,CLE,@,DEN,L (-12),1,32:31:00,6,19,0.316,2,3,0.667,5,7,0.714,3,3,6,5,2,0,2,4,19,12.2,-12
19,19,18-338,CLE,@,LAC,L (-10),1,34:05:00,2,13,0.154,0,3,0,0,0,,4,2,6,8,2,0,5,2,4,0.9,3
20,20,18-341,CLE,,ATL,W (+10),1,36:04:00,4,12,0.333,0,2,0,0,0,,1,5,6,5,2,1,3,2,8,5.8,-5
21,21,18-344,CLE,,TOR,L (-7),1,37:03:00,7,16,0.438,0,0,,4,4,1,0,5,5,3,1,0,2,2,18,11.4,-2
22,22,18-346,CLE,,DET,W (+9),1,42:46:00,8,21,0.381,1,3,0.333,6,8,0.75,1,2,3,9,1,1,4,3,23,14.8,9
23,23,18-348,CLE,,BOS,L (-7),1,45:25:00,10,20,0.5,1,5,0.2,16,18,0.889,1,2,3,4,0,0,2,2,37,27.5,-2
24,24,18-350,CLE,@,IND,L (-10),1,43:40:00,10,16,0.625,0,3,0,7,8,0.875,1,3,4,6,3,3,6,1,27,23.9,-12
25,25,18-352,CLE,,HOU,L (-4),1,36:00:00,7,19,0.368,2,4,0.5,1,2,0.5,0,1,1,3,0,0,2,2,17,5.7,-9
26,26,18-354,CLE,@,PHI,W (+7),1,41:41:00,14,24,0.583,5,7,0.714,3,3,1,1,3,4,5,4,0,4,1,36,29.5,9
27,27,18-355,CLE,@,CHI,W (+8),1,41:44:00,11,22,0.5,0,5,0,10,12,0.833,1,5,6,10,2,2,4,2,32,28,9
28,28,18-358,CLE,,NOH,W (+11),1,39:10:00,7,22,0.318,1,6,0.167,7,8,0.875,2,4,6,2,6,1,5,1,22,14.3,9
29,29,18-360,CLE,@,ORL,L (-12),1,47:06:00,13,28,0.464,4,10,0.4,4,5,0.8,1,1,2,6,2,1,8,0,34,19.1,-9
30,30,18-361,CLE,,CHI,L (-7),1,34:20:00,7,24,0.292,1,4,0.25,3,4,0.75,1,2,3,4,1,2,5,0,18,5.1,-12
31,31,18-363,CLE,,POR,W (+12),1,39:05:00,15,23,0.652,0,2,0,2,2,1,3,7,10,9,3,0,5,1,32,30,11
32,32,19-000,CLE,,IND,L (-3),1,38:07:00,9,20,0.45,0,4,0,4,6,0.667,2,8,10,4,0,0,4,2,22,12.6,-2
33,33,19-003,CLE,@,NJN,L (-15),1,36:04:00,6,19,0.316,0,4,0,2,4,0.5,1,3,4,9,1,0,3,2,14,7.4,-14
34,34,19-007,CLE,,NYK,W (+11),1,41:25:00,6,17,0.353,0,2,0,2,2,1,0,4,4,10,1,1,4,1,14,10,10
35,35,19-008,CLE,@,TOR,L (-6),1,38:14:00,10,23,0.435,0,3,0,1,2,0.5,0,2,2,5,0,0,2,3,21,9.4,-2
36,36,19-010,CLE,@,BOS,L (-25),1,42:13:00,7,19,0.368,0,3,0,5,7,0.714,0,3,3,6,3,0,5,1,19,10.4,-30
37,37,19-013,CLE,@,LAL,L (-10),1,36:26:00,6,20,0.3,0,3,0,4,5,0.8,1,4,5,7,1,1,6,3,16,5.3,3
38,38,19-014,CLE,@,SEA,W (+8),1,43:54:00,11,26,0.423,0,1,0,5,6,0.833,4,5,9,9,2,0,4,2,27,20.6,11
39,39,19-016,CLE,@,GSW,L (-17),1,43:25:00,8,21,0.381,2,5,0.4,11,13,0.846,2,4,6,6,3,0,2,0,29,24.5,-14
40,40,19-018,CLE,@,UTA,W (+6),1,44:25:00,12,28,0.429,2,4,0.5,3,5,0.6,1,6,7,2,2,1,4,2,29,15.2,8
44,41,19-027,CLE,,ORL,W (+1),1,29:58:00,7,19,0.368,1,2,0.5,1,2,0.5,0,5,5,3,0,2,3,4,16,5.5,-10
45,42,19-029,CLE,,MIA,W (+1),1,44:24:00,10,25,0.4,0,1,0,7,10,0.7,0,5,5,4,2,1,1,1,27,17.9,2
46,43,19-031,CLE,@,MIL,L (-6),1,37:17:00,7,25,0.28,1,6,0.167,5,8,0.625,2,6,8,3,1,0,5,5,20,3.4,3
47,44,19-033,CLE,@,WAS,W (+4),1,43:24:00,14,27,0.519,1,2,0.5,9,11,0.818,3,3,6,4,0,2,6,4,38,23.5,0
48,45,19-035,CLE,@,DET,W (+3),1,38:11:00,5,19,0.263,0,1,0,2,2,1,1,3,4,6,2,0,1,2,12,6.7,-1
49,46,19-036,CLE,,LAL,L (-5),1,43:05:00,12,26,0.462,4,4,1,4,5,0.8,0,4,4,4,0,0,0,0,32,22.2,-2
50,47,19-038,CLE,@,MIN,L (-11),1,44:35:00,6,18,0.333,1,3,0.333,1,4,0.25,1,8,9,5,0,0,3,2,14,5.4,-16
51,48,19-039,CLE,,WAS,L (-18),1,34:04:00,6,16,0.375,0,0,,2,2,1,0,0,0,6,4,1,3,2,14,10.3,-24
52,49,19-041,CLE,,BOS,W (+8),1,43:18:00,9,25,0.36,1,6,0.167,5,6,0.833,0,6,6,3,2,1,1,3,24,14.1,19
53,50,19-043,CLE,,NJN,L (-20),1,29:32:00,2,13,0.154,0,1,0,5,5,1,1,1,2,5,1,0,5,0,9,1.2,-12
54,51,19-050,CLE,,DAL,L (-16),1,33:39:00,6,12,0.5,0,0,,4,4,1,2,2,4,9,0,1,5,2,16,13.2,-15
55,52,19-052,CLE,,SAS,W (+2),1,39:37:00,14,23,0.609,0,0,,4,4,1,2,9,11,2,2,1,2,0,32,27.7,3
56,53,19-054,CLE,@,NYK,W (+6),1,43:47:00,7,20,0.35,0,0,,8,12,0.667,1,4,5,3,1,0,1,2,22,12.4,11
57,54,19-055,CLE,,NOH,W (+4),1,36:36:00,7,16,0.438,1,5,0.2,6,6,1,0,4,4,6,2,5,1,3,21,21.3,4
58,55,19-057,CLE,@,HOU,L (-6),1,38:38:00,5,18,0.278,0,2,0,1,3,0.333,2,5,7,5,2,1,2,1,11,6.3,-5
59,56,19-059,CLE,@,ORL,W (+5),1,49:13:00,11,19,0.579,1,1,1,7,8,0.875,1,10,11,3,3,1,5,1,30,24.8,7
60,57,19-062,CLE,@,CHI,L (-11),1,40:48:00,7,17,0.412,0,2,0,4,6,0.667,0,3,3,3,4,1,3,2,18,12,-4
61,58,19-064,CLE,,ATL,W (+32),1,27:36:00,9,17,0.529,1,2,0.5,5,6,0.833,1,6,7,3,1,1,1,0,24,20.6,22
62,59,19-066,CLE,@,NOH,W (+3),1,37:47:00,7,17,0.412,2,2,1,3,4,0.75,2,4,6,4,2,0,4,5,19,10.9,1
63,60,19-067,CLE,,MIL,W (+9),1,42:42:00,11,24,0.458,0,3,0,2,3,0.667,2,5,7,10,4,1,2,3,24,22.6,9
64,61,19-069,CLE,@,ATL,W (+6),1,45:06:00,11,23,0.478,1,4,0.25,11,13,0.846,2,4,6,7,1,0,2,1,34,27.6,11
65,62,19-071,CLE,@,TOR,W (+14),1,33:46:00,4,13,0.308,0,0,,6,7,0.857,1,2,3,4,1,0,2,2,14,8.4,16
66,63,19-075,CLE,,IND,W (+3),1,44:09:00,12,22,0.545,0,2,0,2,4,0.5,0,3,3,4,3,1,4,3,26,16.8,5
67,64,19-077,CLE,,CHI,W (+24),1,32:08:00,5,16,0.313,2,3,0.667,5,8,0.625,3,2,5,8,0,5,4,1,17,14,24
68,65,19-080,CLE,,UTA,L (-9),1,34:16:00,4,14,0.286,0,2,0,6,10,0.6,0,0,0,7,2,1,2,3,14,8.6,-2
69,66,19-082,CLE,,DET,L (-20),1,36:45:00,5,17,0.294,1,4,0.25,4,5,0.8,2,5,7,3,0,2,4,4,15,5.5,-21
70,67,19-084,CLE,,PHO,L (-17),1,40:58:00,8,21,0.381,2,5,0.4,7,9,0.778,1,1,2,6,3,1,5,0,25,16.6,-12
71,68,19-087,CLE,@,PHI,L (-15),1,32:46:00,5,13,0.385,1,2,0.5,5,9,0.556,2,1,3,7,0,1,5,1,16,9.2,-24
72,69,19-088,CLE,,NJN,W (+3),1,43:48:00,15,29,0.517,1,2,0.5,10,10,1,2,4,6,13,3,0,2,1,41,39,10
73,70,19-090,CLE,@,SAS,L (-8),1,31:40:00,9,20,0.45,0,1,0,0,0,,0,2,2,4,0,1,2,0,18,9.7,-14
74,71,19-091,CLE,@,DAL,L (-17),1,42:05:00,13,22,0.591,0,2,0,2,4,0.5,1,4,5,6,4,0,3,2,28,23.3,-10
75,72,19-094,CLE,@,MIL,L (-18),1,36:38:00,9,19,0.474,0,0,,2,2,1,0,7,7,7,5,0,5,3,20,16.1,-13
76,73,19-095,CLE,,GSW,L (-3),1,46:15:00,12,28,0.429,3,5,0.6,7,11,0.636,3,5,8,10,1,1,3,1,34,26.5,-3
77,74,19-098,CLE,,TOR,L (-1),1,46:00:00,5,17,0.294,0,0,,11,14,0.786,1,5,6,4,3,0,3,2,21,14.1,2
78,75,19-099,CLE,@,MEM,L (-18),1,36:35:00,4,11,0.364,0,0,,6,7,0.857,0,3,3,5,3,0,2,4,14,11.3,-11
79,76,19-101,CLE,@,MIA,L (-15),1,42:13:00,6,14,0.429,1,1,1,11,15,0.733,1,6,7,8,1,0,8,2,24,15.3,-16
80,77,19-102,CLE,,MIA,W (+11),1,31:38:00,4,11,0.364,0,2,0,2,5,0.4,1,2,3,11,0,0,2,3,10,8.5,14
81,78,19-104,CLE,,MIL,W (+4),1,45:18:00,9,20,0.45,1,4,0.25,8,11,0.727,1,6,7,9,2,0,1,1,27,24.8,11
82,79,19-106,CLE,@,NYK,W (+10),1,35:05:00,8,17,0.471,0,3,0,1,1,1,0,1,1,5,3,0,5,1,17,9.7,-6
1,1,19-309,CLE,,IND,L (-5),1,50:56:00,8,19,0.421,2,5,0.4,10,12,0.833,1,4,5,8,1,3,6,2,28,20.9,-10
2,2,19-310,CLE,@,MIA,L (-6),1,42:20:00,9,22,0.409,2,3,0.667,1,1,1,3,3,6,8,1,0,1,0,21,17.8,-8
3,3,19-312,CLE,@,MIL,L (-14),1,41:53:00,8,20,0.4,0,3,0,15,22,0.682,2,6,8,6,3,0,4,0,31,23.8,-12
4,4,19-315,CLE,@,ATL,W (+14),1,48:00:00,8,17,0.471,1,4,0.25,8,12,0.667,1,9,10,4,4,2,3,2,25,22.5,14
5,5,19-316,CLE,,PHO,W (+5),1,48:21:00,13,24,0.542,1,2,0.5,11,12,0.917,3,7,10,6,3,3,3,1,38,36.1,14
6,6,19-319,CLE,,WAS,W (+31),1,37:24:00,10,20,0.5,0,3,0,4,5,0.8,1,8,9,4,3,2,4,0,24,19.9,25
7,7,19-321,CLE,,GSW,W (+11),1,41:58:00,12,22,0.545,3,5,0.6,6,8,0.75,2,10,12,4,2,1,1,1,33,30.1,15
8,8,19-324,CLE,@,CHA,W (+17),1,29:06:00,8,14,0.571,2,3,0.667,1,2,0.5,1,5,6,9,0,0,1,3,19,18.3,21
9,9,19-326,CLE,,CHA,W (+16),1,37:49:00,11,20,0.55,0,2,0,3,4,0.75,5,3,8,2,3,1,7,0,25,17.5,24
10,10,19-327,CLE,@,NYK,L (-10),1,40:41:00,5,15,0.333,1,3,0.333,2,3,0.667,2,7,9,10,1,1,5,3,13,10.1,1
11,11,19-330,CLE,,DET,W (+16),1,37:30:00,15,22,0.682,2,3,0.667,11,12,0.917,3,3,6,5,3,1,3,3,43,39.2,12
12,12,19-332,CLE,@,BOS,W (+2),1,42:48:00,9,13,0.692,0,2,0,2,3,0.667,0,6,6,8,3,1,2,2,20,22.4,6
13,13,19-333,CLE,,CHI,W (+22),1,31:55:00,11,17,0.647,1,2,0.5,3,4,0.75,1,6,7,7,1,0,2,0,26,24.5,25
14,14,19-335,CLE,@,LAC,L (-12),1,42:19:00,9,19,0.474,0,2,0,4,5,0.8,1,6,7,5,6,1,3,2,22,20.8,-16
15,15,19-337,CLE,@,PHO,L (-19),1,40:47:00,6,19,0.316,0,2,0,3,4,0.75,1,2,3,6,2,1,6,2,15,5.1,-17
16,16,19-338,CLE,@,DEN,W (+19),1,41:10:00,8,17,0.471,0,0,,1,2,0.5,1,7,8,9,2,1,5,3,17,13.5,23
17,17,19-340,CLE,,TOR,W (+8),1,42:50:00,10,17,0.588,1,3,0.333,6,7,0.857,0,6,6,10,2,1,3,2,27,26.4,15
18,18,19-343,CLE,,NJN,W (+6),1,46:05:00,11,22,0.5,0,1,0,5,6,0.833,0,2,2,8,3,0,3,4,27,20.2,6
19,19,19-344,CLE,@,CHI,L (-28),1,37:18:00,5,15,0.333,0,2,0,9,12,0.75,0,2,2,6,1,1,4,2,19,11,-22
20,20,19-347,CLE,@,SAS,L (-19),1,41:13:00,10,19,0.526,1,3,0.333,2,2,1,3,3,6,10,4,0,3,2,23,23.9,-18
21,21,19-349,CLE,@,MEM,W (+6),1,45:49:00,14,22,0.636,1,3,0.333,2,4,0.5,0,5,5,8,7,0,3,2,31,30.7,10
22,22,19-351,CLE,,POR,W (+24),1,37:09:00,10,18,0.556,2,3,0.667,3,3,1,2,9,11,7,3,2,3,1,25,26.4,18
23,23,19-352,CLE,@,DET,L (-12),1,45:04:00,4,21,0.19,0,2,0,3,5,0.6,1,8,9,7,4,1,3,2,11,6,-8
24,24,19-354,CLE,,BOS,L (-7),1,40:32:00,12,25,0.48,3,5,0.6,4,8,0.5,1,4,5,4,3,1,4,6,31,18.7,-1
25,25,19-357,CLE,,MIN,W (+10),1,43:11:00,10,18,0.556,0,1,0,6,8,0.75,0,6,6,12,1,0,2,2,26,25,13
26,26,19-358,CLE,@,NJN,L (-2),1,42:38:00,7,18,0.389,1,1,1,8,10,0.8,1,8,9,9,1,0,4,2,23,18,-3
27,27,19-362,CLE,,NOH,W (+9),1,44:40:00,7,16,0.438,0,1,0,8,9,0.889,1,8,9,14,4,1,5,2,22,25,8
28,28,19-364,CLE,@,ATL,W (+9),1,46:20:00,13,25,0.52,3,5,0.6,11,14,0.786,1,8,9,7,1,0,1,2,40,33.7,8
29,29,19-365,CLE,,HOU,L (-11),1,17:23,0,5,0,0,1,0,3,5,0.6,0,3,3,5,0,0,0,0,3,3.1,-10
30,30,20-004,CLE,@,CHA,W (+11),1,40:18:00,11,19,0.579,0,3,0,4,6,0.667,2,6,8,6,2,0,1,3,26,23.5,14
31,31,20-006,CLE,,ATL,W (+16),1,39:39:00,7,14,0.5,2,5,0.4,4,6,0.667,1,5,6,9,1,1,2,4,20,18.8,10
32,32,20-009,CLE,,NYK,W (+25),1,32:42:00,10,14,0.714,0,0,,2,2,1,1,2,3,4,0,2,8,2,22,12.9,5
33,33,20-012,CLE,,CHA,W (+2),1,49:02:00,11,24,0.458,2,5,0.4,5,7,0.714,1,7,8,9,2,1,8,1,29,19.2,7
34,34,20-014,CLE,@,LAL,L (-4),1,44:20:00,12,26,0.462,1,4,0.25,3,4,0.75,3,10,13,9,1,1,4,1,28,22.9,-1
35,35,20-016,CLE,@,UTA,W (+13),1,41:18:00,9,20,0.45,0,1,0,9,14,0.643,1,7,8,5,5,0,3,2,27,22.1,11
36,36,20-017,CLE,@,SEA,L (-8),1,44:09:00,14,30,0.467,3,7,0.429,4,6,0.667,2,3,5,11,4,1,1,4,35,30.9,-7
37,37,20-020,CLE,@,POR,W (+6),1,43:47:00,11,16,0.688,1,1,1,4,6,0.667,1,10,11,10,4,0,2,4,27,30.5,0
38,38,20-021,CLE,@,SAC,L (-27),1,36:37:00,9,19,0.474,0,1,0,0,1,0,1,7,8,6,1,0,3,0,18,12.9,-24
39,39,20-023,CLE,@,GSW,W (+18),1,43:15:00,13,24,0.542,0,1,0,2,2,1,1,11,12,10,1,1,3,1,28,25.7,19
40,40,20-025,CLE,,WAS,L (-9),1,48:00:00,12,26,0.462,1,1,1,6,10,0.6,4,6,10,8,2,1,5,3,31,22.7,-9
41,41,20-027,CLE,,MEM,W (+3),1,41:47:00,10,16,0.625,4,6,0.667,3,4,0.75,1,8,9,15,3,2,5,1,27,32,7
44,42,20-033,CLE,@,ORL,L (-3),1,43:20:00,10,20,0.5,0,3,0,8,13,0.615,2,3,5,7,0,1,3,2,28,20.1,-3
45,43,20-035,CLE,@,MIA,L (-12),1,45:57:00,11,23,0.478,1,3,0.333,8,12,0.667,2,0,2,10,3,0,2,2,31,26.3,-8
46,44,20-037,CLE,,ORL,W (+9),1,45:36:00,9,21,0.429,0,3,0,12,13,0.923,0,6,6,9,2,0,1,2,30,26.8,10
47,45,20-040,CLE,,TOR,W (+13),1,36:10:00,6,14,0.429,0,3,0,3,4,0.75,1,7,8,11,3,0,2,1,15,18.3,15
48,46,20-043,CLE,,DEN,L (-5),1,43:05:00,12,29,0.414,1,6,0.167,10,12,0.833,2,4,6,6,1,0,4,2,35,21.7,-13
49,47,20-045,CLE,,LAL,W (+14),1,45:42:00,8,20,0.4,0,0,,9,10,0.9,2,6,8,9,3,1,3,3,25,22.8,9
50,48,20-048,CLE,,ATL,W (+22),1,37:00:00,11,20,0.55,2,2,1,4,5,0.8,0,5,5,6,3,0,3,0,28,23.7,27
51,49,20-049,CLE,@,MIN,L (-6),1,41:02:00,10,19,0.526,1,2,0.5,5,6,0.833,2,5,7,8,1,0,2,0,26,23.8,-1
52,50,20-055,CLE,,CHI,W (+9),1,44:19:00,8,17,0.471,1,1,1,10,15,0.667,1,5,6,11,5,0,3,2,27,27.4,7
53,51,20-057,CLE,@,IND,L (-24),1,40:29:00,9,25,0.36,0,1,0,3,4,0.75,3,4,7,5,2,1,2,0,21,14.2,-11
54,52,20-059,CLE,@,NJN,L (-6),1,45:05:00,9,20,0.45,1,2,0.5,9,10,0.9,1,3,4,7,2,0,5,4,28,19.1,-10
55,53,20-060,CLE,,SAS,L (-2),1,44:41:00,6,22,0.273,1,4,0.25,7,10,0.7,1,7,8,7,0,0,2,3,20,10.3,2
56,54,20-062,CLE,,SEA,L (-17),1,40:51:00,11,20,0.55,5,7,0.714,5,8,0.625,0,5,5,5,0,0,4,2,32,21.4,-7
57,55,20-064,CLE,@,PHI,L (-9),1,39:57:00,12,21,0.571,0,1,0,10,12,0.833,1,6,7,7,4,0,6,1,34,28.3,-10
58,56,20-066,CLE,,MIA,L (-20),1,40:14:00,9,19,0.474,0,1,0,5,7,0.714,0,4,4,5,2,0,1,1,23,17.8,-17
59,57,20-068,CLE,,ORL,W (+19),1,40:37:00,9,22,0.409,2,6,0.333,3,4,0.75,0,7,7,8,1,1,1,3,23,18,18
60,58,20-073,CLE,,IND,W (+12),1,42:51:00,12,23,0.522,1,5,0.2,10,11,0.909,2,3,5,5,1,0,4,1,35,25.7,12
61,59,20-075,CLE,,UTA,W (+19),1,34:11:00,11,15,0.733,2,5,0.4,12,16,0.75,2,7,9,2,0,1,1,1,36,32.5,22
62,60,20-076,CLE,@,MIL,L (-8),1,45:07:00,13,26,0.5,4,9,0.444,4,7,0.571,1,6,7,6,1,0,5,0,34,22.5,-14
63,61,20-078,CLE,,PHI,L (-12),1,46:00:00,3,20,0.15,0,4,0,10,12,0.833,0,8,8,8,4,0,4,0,16,10.4,-8
64,62,20-080,CLE,@,TOR,L (-7),1,48:00:00,18,36,0.5,6,12,0.5,14,15,0.933,2,8,10,5,2,0,4,0,56,42.9,-7
65,63,20-082,CLE,,DET,W (+15),1,42:56:00,11,24,0.458,2,7,0.286,5,8,0.625,1,5,6,6,1,0,0,1,29,22.4,21
66,64,20-084,CLE,@,HOU,L (-19),1,41:47:00,7,22,0.318,1,4,0.25,4,7,0.571,0,4,4,8,1,0,2,1,19,10.6,-17
67,65,20-086,CLE,@,DAL,L (-31),1,35:39:00,7,17,0.412,0,2,0,5,6,0.833,1,3,4,6,0,0,3,1,19,11.9,-24
68,66,20-088,CLE,@,NOH,W (+1),1,53:00:00,16,29,0.552,3,10,0.3,9,11,0.818,2,4,6,3,4,0,10,3,44,26.8,1
69,67,20-089,CLE,,LAC,W (+10),1,40:47:00,7,20,0.35,2,8,0.25,6,7,0.857,0,7,7,5,2,1,1,0,22,17.7,11
70,68,20-091,CLE,@,CHI,L (-12),1,53:00:00,10,28,0.357,1,4,0.25,5,11,0.455,4,2,6,7,4,2,3,5,26,16.7,-12
71,69,20-092,CLE,,SAC,L (-19),1,44:09:00,13,21,0.619,2,4,0.5,7,10,0.7,0,8,8,9,2,0,7,2,35,27.2,-15
72,70,20-094,CLE,,DAL,W (+20),1,48:00:00,10,23,0.435,4,8,0.5,13,13,1,2,8,10,7,2,1,6,3,37,29.1,20
73,71,20-096,CLE,,NJN,L (-31),1,39:50:00,9,19,0.474,3,6,0.5,3,6,0.5,2,7,9,4,2,2,6,2,24,16,-21
74,72,20-097,CLE,@,IND,L (-21),1,33:17:00,9,18,0.5,0,3,0,2,4,0.5,2,2,4,3,1,0,2,2,20,12.5,-15
75,73,20-099,CLE,@,PHI,L (-5),1,48:00:00,12,30,0.4,2,6,0.333,11,11,1,4,9,13,7,5,0,5,1,37,30.8,-5
76,74,20-100,CLE,,MIL,W (+17),1,46:35:00,15,26,0.577,7,13,0.538,3,3,1,1,9,10,10,2,1,3,2,40,37.1,13
77,75,20-102,CLE,@,ORL,W (+8),1,48:00:00,12,23,0.522,1,6,0.167,8,10,0.8,1,6,7,6,5,1,2,4,33,29.7,8
78,76,20-105,CLE,,NYK,L (-6),1,41:31:00,7,25,0.28,4,13,0.308,9,14,0.643,1,17,18,7,2,2,4,3,27,19.2,1
79,77,20-106,CLE,@,WAS,L (-8),1,48:00:00,16,33,0.485,1,6,0.167,5,8,0.625,2,4,6,6,1,0,1,3,38,25.7,-8
80,78,20-108,CLE,@,DET,L (-3),1,45:12:00,12,35,0.343,2,7,0.286,11,14,0.786,3,8,11,6,0,1,1,0,37,24.5,-6
81,79,20-110,CLE,,BOS,W (+14),1,46:06:00,13,27,0.481,2,3,0.667,4,5,0.8,1,7,8,6,5,0,3,3,32,25.7,13
82,80,20-111,CLE,@,TOR,W (+9),1,48:00:00,10,23,0.435,2,8,0.25,5,10,0.5,2,12,14,14,0,1,2,1,27,26,9
1,1,20-307,CLE,,NOK,W (+22),1,33:23:00,9,16,0.563,6,7,0.857,7,8,0.875,1,2,3,4,2,0,3,3,31,24.9,22
2,2,20-309,CLE,@,SAS,L (-26),1,36:34:00,7,16,0.438,0,3,0,6,7,0.857,0,6,6,4,0,1,3,3,20,12.3,-19
3,3,20-310,CLE,@,MEM,L (-7),1,40:51:00,14,29,0.483,4,9,0.444,4,5,0.8,0,2,2,6,2,0,2,2,36,24.9,-3
4,4,20-312,CLE,@,TOR,W (+12),1,36:28:00,9,17,0.529,0,2,0,9,12,0.75,0,3,3,6,1,2,1,3,27,22.8,0
5,5,20-314,CLE,,SEA,W (+27),1,35:38:00,10,18,0.556,0,2,0,11,11,1,1,4,5,1,0,1,4,1,31,21.3,25
6,6,20-316,CLE,,MEM,W (+19),1,25:40:00,5,11,0.455,0,1,0,6,6,1,1,5,6,2,3,1,3,5,16,12.6,24
7,7,20-318,CLE,@,ORL,W (+8),1,48:54:00,9,20,0.45,1,4,0.25,7,11,0.636,0,5,5,3,0,1,2,2,26,15.5,7
8,8,20-320,CLE,,WAS,W (+15),1,42:26:00,15,23,0.652,2,3,0.667,5,5,1,1,9,10,4,0,2,3,1,37,31.1,17
9,9,20-323,CLE,,ORL,W (+18),1,33:56:00,6,17,0.353,0,3,0,4,6,0.667,1,5,6,4,2,0,4,2,16,7.9,25
10,10,20-324,CLE,@,PHI,W (+3),1,46:51:00,14,24,0.583,0,2,0,8,10,0.8,2,9,11,10,1,1,5,1,36,31.4,8
11,11,20-327,CLE,,BOS,W (+22),1,40:59:00,13,20,0.65,1,3,0.333,9,11,0.818,0,5,5,4,2,2,1,4,36,31.5,14
12,12,20-329,CLE,@,IND,L (-22),1,43:02:00,6,20,0.3,0,4,0,7,11,0.636,1,9,10,4,5,1,6,4,19,10.1,-18
13,13,20-331,CLE,,MIN,L (-4),1,44:04:00,13,29,0.448,6,11,0.545,6,6,1,2,3,5,2,4,0,2,2,38,27.8,-3
14,14,20-335,CLE,,LAC,W (+7),1,49:56:00,7,20,0.35,0,3,0,14,17,0.824,0,7,7,9,1,1,6,1,28,19.3,6
15,15,20-337,CLE,@,SEA,L (-7),1,45:07:00,14,27,0.519,0,5,0,6,8,0.75,0,3,3,8,1,3,1,1,34,28.1,-2
16,16,20-338,CLE,@,LAC,L (-12),1,44:41:00,8,25,0.32,3,5,0.6,11,14,0.786,0,5,5,6,1,1,1,3,30,19.7,-11
17,17,20-341,CLE,@,SAC,W (+5),1,44:19:00,10,23,0.435,1,5,0.2,9,12,0.75,2,4,6,6,2,3,5,2,30,21.8,3
18,18,20-344,CLE,,NJN,L (-9),1,44:49:00,11,26,0.423,0,4,0,10,15,0.667,2,4,6,3,0,1,7,3,32,13.4,-4
19,19,20-345,CLE,@,MIL,L (-5),1,42:48:00,19,29,0.655,5,9,0.556,9,10,0.9,0,7,7,7,2,0,3,5,52,42.9,-3
20,20,20-348,CLE,,ATL,L (-6),1,45:08:00,13,23,0.565,3,6,0.5,10,16,0.625,0,10,10,6,2,0,6,5,39,26.9,-4
21,21,20-350,CLE,,DEN,W (+9),1,45:06:00,11,18,0.611,1,4,0.25,3,6,0.5,0,4,4,9,1,0,3,3,26,20.9,16
